reference,2502171179,2503982036,2509276000,2509276001,2509276002,2509601031,2509601041,2509601046,2510065008,2510065011,2510065028,2515154130,2517093012,2519899636,2523231023,2551306140,2556921603,2561511149,2563366763,2574179776,2574179777,2588254304,2616644818,2616645036,2619619006,2619619007,2619619009,2619619092,2622736501,2675903221,2675903232,2681813549,2695420972,2695420979,2716884990,2718217747,2718217812,2718217850,2718217928,2718217948,2718218091,2718218442,2721755529,2724679732,2728369621,2731957717,2770939501,2772190739,2791354970,2841412109,2910277695,2911654447,2911658885,2911672189,2911680932,2911685121,2911689423,2911706278,2911728605,2911948674,2915080438,2917530833,2920755722,2920780691,2920829172,2920833842,2920838192,2923862544,2923875786,2923884989,2923893812,649633031,BLIH01.fasta,BLII01.fasta,BLIK01.fasta,GCF_000016425.1_ASM1642v1_genomic,GCF_000018265.1_ASM1826v1_genomic,GCF_000020585.3_ASM2058v3_genomic,GCF_000161795.2_ASM16179v2_genomic,GCF_000264455.2_ASM26445v2_genomic,GCF_000429125.1_ASM42912v1_genomic,GCF_000723205.1_FAGA1_genomic,GCF_000817775.2_ASM81777v2_genomic,GCF_001310225.1_ASM131022v1_genomic,GCF_001767235.1_ASM176723v1_genomic,GCF_001877055.1_ASM187705v1_genomic,GCF_002776575.1_ASM277657v1_genomic,GCF_003054475.1_ASM305447v1_genomic,GCF_003352105.1_ASM335210v1_genomic,GCF_003612775.1_ASM361277v1_genomic,GCF_006385555.1_ASM638555v1_genomic,GCF_008121535.1_ASM812153v1_genomic,GCF_008824145.1_ASM882414v1_genomic,GCF_009176705.1_ASM917670v1_genomic,GCF_009938185.1_ASM993818v1_genomic,GCF_009938225.1_ASM993822v1_genomic,GCF_014023275.1_ASM1402327v1_genomic,GCF_014279975.1_ASM1427997v1_genomic,GCF_014280235.1_ASM1428023v1_genomic,GCF_016803985.1_ASM1680398v1_genomic,GCF_018141105.1_ASM1814110v1_genomic,GCF_018282095.1_ASM1828209v1_genomic,GCF_900141855.1_IMG-taxon_2622736519_genomic,JABTEL01.fasta,JACNMJ01.fasta,JAEPJQ01.fasta,JAFLND01.fasta,JAGJEC01.fasta,LCTZ01.fasta,LQZQ01.fasta,MSMP01.fasta,QFFG01.fasta,QFRI01.fasta,QFZQ01.fasta,RBCJ01.fasta,SZQF01.fasta,VATY01.fasta,VDCS01.fasta,VEVQ02.fasta,VKDC01.fasta,VLNR01.fasta,VTZU01.fasta,WOWS01.fasta,WUDS01.fasta,
2510065028,91.44562688854353,nan,nan,nan,nan,nan,nan,nan,nan,nan,99.56255116959065,86.38,81.78875000000001,83.23125000000002,81.23,80.16,81.75999999999999,nan,nan,86.38,81.27,81.53,81.54,nan,83.08,nan,nan,81.115,87.75694444444443,nan,nan,82.15,nan,nan,nan,86.13359999999999,86.53333333333332,84.79405405405403,84.48526315789474,82.73500000000001,83.31500000000004,86.31,86.58025,nan,85.01624999999999,83.46375,83.58,nan,79.97000000000001,99.60491666666667,81.2,86.00180722891567,86.23972602739728,85.95420731707317,85.29086206896551,85.96180722891566,86.3685185185185,85.0611046511628,89.05000000000001,81.88333333333335,nan,nan,86.22032894736843,86.00204819277108,86.17861842105262,85.07646067415729,85.63835526315792,86.02166666666668,86.11129870129872,84.59600000000003,85.05918604651164,82.31999999999996,86.38,nan,82.27,83.30499999999998,83.135,84.27075000000005,nan,86.44627450980393,81.62,79.27,nan,79.57,nan,83.84000000000006,86.99000000000001,nan,87.60492063492062,83.25999999999999,81.88333333333335,nan,81.27999999999999,84.49625000000007,82.19956521739128,81.24083333333331,nan,nan,nan,83.38999999999994,84.68499999999996,87.55250000000002,81.60499999999999,nan,nan,80.49,81.22625,81.465,81.34500000000001,nan,nan,nan,82.08,nan,81.075,nan,82.24,83.03,nan,93.94,nan,nan,80.66,79.36,
2515154130,86.38,nan,nan,nan,nan,90.91000000000001,80.5,nan,nan,nan,86.38,98.85220226070224,83.582,85.08,nan,nan,nan,nan,81.4,89.35,nan,nan,82.8,nan,83.0,nan,nan,nan,86.38,83.84,83.72,nan,nan,nan,nan,87.38,87.89,87.74,88.21,83.07,91.92,84.39,88.41000000000001,82.23,82.34,83.03,nan,nan,nan,86.38,nan,87.47,87.47,86.31,87.4,86.31,86.31,86.37,86.31,81.86125,nan,nan,87.4,87.47,87.32,87.46,87.46,87.47,87.4,86.3,86.37,nan,nan,nan,81.82,nan,nan,82.796,nan,87.84,nan,nan,nan,nan,nan,nan,88.57,nan,86.03666666666668,nan,81.86125,nan,nan,83.09000000000002,82.625,82.91833333333334,nan,nan,nan,nan,nan,85.515,nan,nan,nan,nan,nan,nan,nan,81.16,nan,nan,nan,79.65,nan,nan,nan,nan,nan,79.97,nan,nan,nan,nan,
2517093012,82.11399999999999,87.50699999999998,nan,nan,nan,82.64,79.68499999999999,86.854,87.47399999999998,84.434,81.78800000000004,83.582,97.43029874213838,87.695,79.976,82.612,80.32400000000003,nan,nan,85.52266666666668,80.63000000000001,84.19,83.23299999999999,nan,84.05999999999997,nan,85.026,80.04199999999999,81.48599999999999,82.91999999999999,82.91999999999999,79.81199999999998,nan,nan,84.78,81.982,83.743,83.63066666666666,83.68333333333334,85.28733333333334,85.27899999999997,85.07133333333333,83.76700000000001,nan,86.14249999999998,86.04599999999999,83.634,nan,82.71450000000006,81.78800000000004,79.886,82.083,82.083,82.095,82.10799999999999,82.054,82.13899999999998,82.342,82.095,86.47458333333333,83.21,83.75,81.988,82.083,81.993,82.148,82.148,82.083,81.988,82.342,82.342,79.71759999999999,86.57117647058823,83.74727272727274,87.16624999999999,82.20200000000001,82.20200000000001,87.28105263157889,84.96600000000004,82.46400000000001,82.43199999999999,82.95472727272731,84.666,83.09933333333333,83.81599999999999,82.33400000000003,83.31499999999998,84.78400000000002,82.47866666666665,82.776,86.47458333333333,82.91559999999998,83.25880000000001,86.38110294117651,86.59544827586208,86.71133333333336,83.282,86.82400000000001,85.14399999999999,82.2908571428571,83.30399999999999,82.58699999999997,80.05199999999998,84.096,81.22599999999998,83.16666666666666,81.6,80.76199999999999,80.85400000000001,80.61600000000001,80.054,nan,83.34400000000001,80.668,80.544,80.55999999999999,80.63399999999999,86.35000000000002,84.40900000000002,81.44699999999999,80.46,81.26,82.79533333333332,83.446,
2519899636,83.26,84.50750000000001,nan,nan,nan,81.63,nan,nan,84.76,86.225,83.23,85.08,87.69200000000001,95.54342219837118,nan,nan,nan,nan,nan,86.20500000000001,nan,85.32499999999999,83.94,nan,84.58,nan,nan,81.23,83.735,85.31,85.45,nan,nan,nan,81.23,82.95,83.21,84.53,93.75,85.1075,86.90000000000002,83.85,83.76499999999999,81.13,87.73,87.9,86.29,81.16,nan,83.23,nan,81.8425,81.4125,83.845,83.82,83.795,83.845,83.70500000000001,83.845,87.47687499999999,81.61,82.87,83.71000000000001,81.8425,83.765,83.86,83.86,81.7175,83.71000000000001,83.70500000000001,83.70500000000001,nan,89.585,nan,89.295,83.21,83.19,88.90299999999999,89.08500000000001,83.61,nan,nan,87.95,nan,84.13,83.626,nan,84.325,83.42166666666667,82.68,87.47687499999999,83.82600000000001,84.12,88.46,86.18361111111112,86.12666666666667,83.48,88.75999999999999,87.7,83.13428571428571,84.07,83.96,80.33500000000001,82.11,81.98,nan,81.02000000000001,80.625,80.47999999999999,nan,82.25,81.56,nan,84.11,81.065,81.71,nan,88.965,nan,83.64,80.91,80.66,nan,nan,
2523231023,81.23,nan,nan,nan,nan,nan,82.89999999999999,nan,nan,nan,81.23,nan,79.96,nan,98.48734418194942,86.66166666666665,88.94083333333333,nan,nan,nan,86.59619057823896,nan,81.34,nan,79.91499999999999,82.78,83.4,90.806875,81.85,80.61,80.61,87.8742899408284,nan,nan,86.96666666666665,nan,83.54,nan,80.61,nan,81.32,nan,83.9,nan,nan,nan,81.95,89.27666666666666,89.55366666666666,81.23,88.3247619047619,81.85,81.85,81.85,81.85,81.85,81.85,81.85,81.85,nan,89.41666666666667,85.21333333333332,81.85,81.85,81.85,81.85,81.85,81.85,81.85,81.85,81.85,88.7679358766234,84.72800000000001,87.3445,88.26,79.49,79.64,nan,nan,nan,87.48319444444444,89.11425000000001,nan,87.29428571428572,nan,nan,83.53,nan,82.20333333333333,79.45,nan,nan,nan,nan,nan,nan,nan,nan,nan,83.24,nan,83.02,87.0,86.424,89.245,88.68,86.03875000000001,85.93499999999999,86.78196969696971,84.66666666666667,86.88,89.02,87.6925,83.70666666666666,85.8638888888889,87.926,87.57148148148148,89.52666666666666,89.515,85.17666666666666,90.165,88.55999999999999,88.231,87.175625,
2551306140,79.37,81.4025,nan,nan,nan,82.46,83.6625,80.62,81.01,nan,80.16,nan,82.612,nan,85.19437500000001,98.13911339440317,90.27733333333333,83.6,nan,nan,84.07944444444445,nan,84.46333333333332,nan,83.16499999999999,85.5,85.48,85.965,82.75,81.88,81.88,86.63952380952381,nan,nan,87.33333333333333,84.19,83.65,nan,81.49,nan,nan,nan,83.33,nan,nan,nan,82.19,87.015,85.56171428571429,80.16,88.261,82.94,82.94,82.94,82.94,82.94,82.94,85.44,82.94,nan,88.2757142857143,85.49000000000001,82.94,82.94,82.94,82.94,82.94,82.94,82.94,85.44,85.44,89.57028571428573,84.7905,84.43199999999999,89.27333333333333,81.43,81.79,nan,86.54,nan,86.28,84.40027777777777,85.94,87.61,81.34,85.01,81.84,80.8,83.39,81.79,nan,85.25999999999999,nan,nan,nan,nan,83.96333333333332,82.28,86.81,82.72000000000001,83.5,82.02,88.7575,83.60272727272728,87.73833333333333,86.75041666666665,82.58500000000001,88.525,84.21583333333334,84.50333333333333,85.04750000000001,85.27166666666666,85.11083333333332,84.96333333333332,88.70666666666666,83.14785714285713,88.28833333333333,86.00700000000002,84.95,85.19,86.97156249999999,89.58529239766081,84.893,86.41555555555554,
2556921603,81.75999999999999,81.55,nan,nan,nan,80.31666666666666,83.42375000000001,82.495,81.44,nan,81.75999999999999,nan,80.324,nan,88.99222222222222,89.29285714285716,95.74287547999138,82.96,nan,nan,88.87367283950617,nan,82.77000000000001,nan,82.3,84.17,85.225,88.70227272727274,81.845,81.36,81.36,86.95855001408846,nan,nan,87.67625,82.5,80.45,84.74,81.37,nan,nan,nan,80.83,nan,nan,nan,84.11,87.62,90.1895,81.75999999999999,88.19113553113554,82.155,82.155,82.25,82.25,82.155,82.25,82.155,82.25,nan,89.23571428571428,84.9175,82.155,82.155,82.155,82.25,82.25,82.155,82.155,82.155,82.155,89.00421104536488,86.958,88.315,88.87916666666666,82.47999999999999,81.035,nan,80.72,nan,86.28800000000001,87.6583125,91.96,91.404,81.06,86.03,79.97,80.38,82.63499999999999,81.065,nan,80.592,83.72,nan,nan,nan,80.41666666666667,80.94,80.75,83.04,86.78,83.95,91.50596666666667,89.0425,87.67277777777777,87.006,88.59233333333331,87.31327083333332,87.57448979591837,84.7625,88.88,88.509,88.86999999999999,84.995,86.98285714285713,89.03875,89.246775147929,88.10400000000001,89.14333333333333,84.495,90.47299999999998,88.99000000000001,87.80642857142855,90.07428571428571,
2561511149,nan,nan,nan,nan,83.6,nan,nan,nan,nan,nan,nan,nan,81.66,nan,nan,83.6,82.96,92.05350250626566,81.66,nan,80.58,nan,nan,nan,nan,nan,82.89,89.26,nan,nan,nan,84.25,nan,nan,nan,81.24000000000001,nan,nan,nan,nan,nan,nan,nan,82.51,nan,nan,nan,88.26,83.6,nan,89.26,nan,nan,nan,nan,nan,nan,nan,nan,nan,81.67,89.89,nan,nan,nan,nan,nan,nan,nan,nan,nan,83.47,81.34,nan,84.06,81.43,81.4,nan,nan,nan,80.91,88.26,nan,82.96,nan,82.105,nan,nan,nan,81.4,nan,nan,nan,nan,nan,nan,nan,nan,76.06,83.00125,83.84,nan,89.26,81.31,81.24,82.91,82.96,84.03,83.73,nan,82.07,83.54,83.37,nan,88.33,80.94,83.5,83.14,80.83,nan,81.49,83.83,81.49,80.94,
2563366763,nan,nan,86.435,85.52300000000001,87.045,nan,nan,nan,nan,nan,nan,81.4,nan,nan,nan,nan,nan,81.66,97.92628925146627,nan,nan,nan,80.27,nan,80.67,nan,nan,nan,nan,nan,nan,nan,81.895,nan,nan,nan,80.86,80.0,81.59,nan,nan,nan,nan,86.39993589743592,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,79.49,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
2574179776,86.38,84.75125,nan,nan,84.6,82.37833333333333,84.68,81.83,84.04,82.565,86.38,89.35,85.5226666666667,86.21000000000001,nan,nan,nan,nan,nan,97.52613970588233,nan,85.82499999999999,84.525,nan,84.905,nan,87.03,nan,84.62,84.2,84.275,nan,nan,nan,81.26,83.622,84.24999999999999,89.27333333333333,87.27571428571427,83.453,84.88111111111111,84.42636363636365,84.80428571428573,82.58,83.575,84.445,85.09,81.02,nan,86.38,nan,86.27,86.27,85.84,85.47,85.84,85.84,86.27,85.84,83.516875,81.95,84.15,86.27,86.27,86.27,85.84,85.84,86.27,86.27,86.27,86.27,nan,84.84333333333335,82.33,84.6825,82.77,83.59,83.963,83.69,84.29,nan,nan,84.2,nan,82.36500000000001,80.502,88.16000000000001,82.3475,84.96,82.56,83.516875,84.02727272727272,81.58,85.21000000000001,84.78861111111111,84.6175,82.08833333333334,85.29,83.96,81.31857142857143,82.96666666666665,83.72999999999999,82.65,81.74,82.66,nan,82.22,83.73,83.24,88.0,81.8,81.61,nan,83.12,83.63,81.66,nan,91.0,nan,85.97,82.14,81.91,nan,nan,
